id;titre;adrs_numvoie;adrs_typevoie;adrs_libvoie;adrs_codepostal;adrs_libcommune;adrg_libvoie;address_processed;adrg_pays;siteweb
W011000001;VENT D'EST;99;RUE;Salvador Dali;34090;Montpellier;99  RUE SALVADOR DALI;99  RUE SALVADOR DALI;FRANCE;
W011000002;UNE NOTE DE PARTAGE;;;;26220;Dieulefit;1995, ROUTE DE SOUSPIERRE;1995, ROUTE DE SOUSPIERRE;FRANCE;
W011000003;CHANDELAIN;234;RTE;de l'Eglise;1300;Cuzieu;;234 RTE de l'Eglise;FRANCE;
W011000004;LEYMENT-MATERIEL;;RUE;de la Mairie;1150;Leyment;15 Rue de Valllière;15 Rue de Valllière;FRANCE;
W011000005;ASSOCIATION 'TOILES EMOI';3;AV;de Verdun;1500;Ambérieu-en-Bugey;3 avenue de Verdun;3 avenue de Verdun;FRANCE;
W011000006;AMICALE DES MARAIS;;;;1350;Lavours;;  ;FRANCE;
W011000007;COMITE D'ANIMATION DE LEYMENT;;;;1150;Leyment;;  ;FRANCE;
W011000008;ACADEMIE DE TAE KWON-DO MARTIAL ET OLYMPIQUE AMBERIEU;6;RUE;Girod de l'Ain;1500;Ambérieu-en-Bugey;6  RUE DE BOISSET;6  RUE DE BOISSET;FRANCE;
W011000009;BRAMAFAN.ORG;16;RUE;Pasteur;1150;Lagnieu;RUE DE LA LISETTE;RUE DE LA LISETTE;FRANCE;www.bramafan.org
W011000010;LES AIN'FANTINES;426;RUE;des Fontanettes;1110;Hauteville-Lompnes;426 RUE DES FONTANETTES;426 RUE DES FONTANETTES;FRANCE;
W011000011;ENGLISH FOR FUN;28;CHEM1;du Vivier;1150;Saint-Sorlin-en-Bugey;28  CHEMIN DU VIVIER;28  CHEMIN DU VIVIER;FRANCE;
W011000012;HAMEAU A DIRE;36;RUE;Montferme;1230;Saint-Rambert-en-Bugey;36  rue Montferme;36  rue Montferme;FRANCE;
W011000013;BUGEY PLAISIR SPORT;;AV;de l Europe;1230;Saint-Rambert-en-Bugey;; AV de l Europe;FRANCE;
W011000014;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE DE L'ALBARINE (AAPPMA DE L'ALBARINE);;;;1230;Saint-Rambert-en-Bugey;;  ;FRANCE;
W011000015;NOESIS ACP (PENSER, COMPRENDRE, AGIR ENSEMBLE);3;RUE;Pierre et Marie Curie;1500;Ambérieu-en-Bugey;3  RUE PIERRE ET MARIE CURIE;3  RUE PIERRE ET MARIE CURIE;FRANCE;
W011000016;LES PIEDS AUX MURS;;;;1300;Peyrieu;;  ;FRANCE;
W011000017;LA CAB'ANERIE;235;CHEM1;de la Clé des Chants;1300;Belley;235 chemin de la Clé des Chants;235 chemin de la Clé des Chants;FRANCE;
W011000018;ASSOCIATION SEBASTIEN;;;;1130;Échallon;;  ;FRANCE;
W011000019;SOU DES ECOLES LAIQUES;;;;1230;Saint-Rambert-en-Bugey;66 RUE MONTFERME;66 RUE MONTFERME;FRANCE;
W011000020;ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE (O.G. E.C.) SAINTE MARIE D'EN HAUT;9;RUE;du Cuchon;1230;Saint-Rambert-en-Bugey;9 RUE DU CUCHON;9 RUE DU CUCHON;FRANCE;
W011000021;CLASS CHOEUR CLARINETTE BELLEY BUGEY;13;BD;Verdun;1300;Belley;79 RUE SAINT JEAN;79 RUE SAINT JEAN;FRANCE;
W011000022;CLAP CHAZ CANTINE LOISIRS ACCUEIL PERISCOLAIRE DE CHAZEY;;RTE;de Sainte Julie;1150;Chazey-sur-Ain;ROUTE DE SAINTE JULIE;ROUTE DE SAINTE JULIE;FRANCE;
W011000023;LA MAGIE CREATIVE;;;;1150;Leyment;;  ;FRANCE;
W011000024;ASSOCIATION MONTESSORI DU VALROMEY (AMV);104 D;RTE;du Col de Richemont;1260;Champagne-en-Valromey;104 D  ROUTE DU COL DE RICHEMONT;104 D  ROUTE DU COL DE RICHEMONT;FRANCE;
W011000025;SOU DES ECOLES LAIQUES DE CHANAY;32;RTE;de Seyssel;1420;Chanay;;32 RTE de Seyssel;FRANCE;
W011000026;GYMNASTIQUE DE CHATEAU-GAILLARD;63;RUE;des Mûriers;1500;Château-Gaillard;48E RUE DES RAVINELLES;48E RUE DES RAVINELLES;FRANCE;
W011000027;ENTENTE TENNIS D'AMBRONAY-JUJURIEUX-SAINT JEAN LE VIEUX;;;;1500;Ambronay;;  ;FRANCE;
W011000028;ASSOCIATION DES PARENTS D'ELEVES DE L'INSTITUTION LAMARTINE DE BELLEY;41;RUE;Georges Girerd;1300;Belley;;41 RUE Georges Girerd;FRANCE;
W011000029;COMITE DE FLEURISSEMENT DE CHAZEY BONS;;;;1300;Chazey-Bons;;  ;FRANCE;
W011000030;VONGNES FLEURI;;;;1350;Vongnes;;  ;FRANCE;
W011000031;AMICALE DES ACCORDEONISTES D'AMBERIEU;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000032;TOUT TERRAIN AMBERIEU;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000033;COMITE D'ANIMATION DE RUFFIEU;;;;1260;Ruffieu;;  ;FRANCE;
W011000034;COMITE FNACA MICHAILLE SEYSSEL;;;;1420;Chanay;;  ;FRANCE;
W011000035;TENNIS CLUB DE SEYSSEL-CORBONOD;315;;Grande rue;1420;Gignez;;315  Grande rue;FRANCE;
W011000036;LES AMIS DE LA MER ET DU MODELISME NAVAL;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000037;NATTAJ'AIME;;;;1300;Nattages;;  ;FRANCE;
W011000038;AIN SI DANSE;;;;1300;Belley;...;...;FRANCE;
W011000039;AMICALE DU 3E AGE DE CHAMPAGNE-EN-VALROMEY;;;;1260;Champagne-en-Valromey;;  ;FRANCE;
W011000040;SPORT DETENTE CHANAY;;;;1420;Chanay;;  ;FRANCE;
W011000041;BICYCLE FREE SPIRIT (BFS);;;;1500;Ambutrix;ROUTE DE LA CHARTREUSE;ROUTE DE LA CHARTREUSE;FRANCE;
W011000042;ASSOCIATION SPORTIVE DE BLYES;;CHEM1;de Ruvaison;1150;Blyes;chemin de Ruvaison;chemin de Ruvaison;FRANCE;
W011000043;COMITE DES FETES D'INNIMONT;;;;1680;Innimond;;  ;FRANCE;
W011000044;COMPAGNIE THEATRE DU MONT ROYAL;2;PL;Tacon;1110;Hauteville-Lompnes;130 CHEMIN DU BIEL;130 CHEMIN DU BIEL;FRANCE;
W011000045;A.A.P.P.M.A. LA GAULE SEYSSELANE;;;;1420;Seyssel;;  ;FRANCE;
W011000046;SOU DES ECOLES LAIQUES DE SEYSSEL;;;;1420;Seyssel;;  ;FRANCE;
W011000047;CLUB DES RETRAITES;;;;1230;Torcieu;;  ;FRANCE;
W011000048;BUGEY SUD ACTIF;35;RUE;du Château;1300;Brégnier-Cordon;...;...;FRANCE;
W011000049;CLUB DES RANDONNEURS PEDESTRES DE BELLEY;37;RUE;Sainte Marie;1300;Belley;142 ALLéE DE LA SOURCE;142 ALLéE DE LA SOURCE;FRANCE;
W011000050;EN GRANGEONS LA MUSIQUE;;PL;de la Mairie;1470;Serrières-de-Briord;; PL de la Mairie;FRANCE;
W011000051;TRAVERSE PRODUCTION;161;RUE;de Vareilles;1500;Ambérieu-en-Bugey;37 Avenue de Savoie;37 Avenue de Savoie;FRANCE;
W011000052;PRESERVONS AMBRONAY;;;;1500;Ambronay;;  ;FRANCE;
W011000053;ASSOCIATION CHEIGNIEU EN FETE;;;;1510;Cheignieu-la-Balme;;  ;FRANCE;
W011000054;ASSOCIATION VILLEBOIS PIERRE ET CHATEAU;;CHEM1;du Château;1150;Villebois;1075 RUE DES DEUX FONTAINES;1075 RUE DES DEUX FONTAINES;FRANCE;
W011000055;ASSOCIATION TUTELAIRE DES PAYS DE L'AIN;214;RTE;de Parves     Coron;1300;Belley;214  ROUTE DE PARVES     CORON;214  ROUTE DE PARVES     CORON;FRANCE;
W011000056;ASSOCIATION DEPARTEMENTALE AGREEE DE PECHEURS AMATEURS AUX ENGINS ET AUX FILETS - LA PETITE PECHE DE L'AIN;139;RUE;Espace Rhône;1300;Brégnier-Cordon;LES BESSONS;LES BESSONS;FRANCE;
W011000057;JET PROMO;314;ALL;sous le Colombier;1150;Lagnieu;314  allée sous le Colombier;314  allée sous le Colombier;FRANCE;
W011000058;ASSOCIATION AGREE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE : A.A.P.P.M.A DU HAUT-FURANS;;;;1510;Rossillon;;  ;FRANCE;
W011000059;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LES PROPRIETAIRES RIVERAINS DU FURANS A CHAZEY-BONS (A.A.P.P.M.A. LES PROPRIETAIRES RIVERAINS DU FURANS);;;;1300;Chazey-Bons;;  ;FRANCE;
W011000060;ARC CLUB BUGISTE;;;Le Bourg;1300;Saint-Champ;LE BOURG;LE BOURG;FRANCE;
W011000061;AAPPMA LES PECHEURS A LA LIGNE DE LAGNIEU - SAULT-BRENAZ ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LES PECHEURS A LA LIGNE DE LAGNIEU - SAULT-BRENAZ;;;;1150;Lagnieu;;  ;FRANCE;
W011000062;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LA GAULE DE TORCIEU (A.A.P.P.M.A. LA GAULE DE TORCIEU);;;;1230;Torcieu;;  ;FRANCE;
W011000063;COMITE D'ANIMATION DE TORCIEU;;;Mairie;1230;Torcieu;Mairie;Mairie;FRANCE;
W011000064;SECTEUR BOULISTE DE LA PLAINE DE L'AIN;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000065;CLUB D'ACTIVITES SUBAQUATIQUES D'AMBERIEU EN BUGEY (C.A.S.A.);60;AV;du Général Sarrail;1500;Ambérieu-en-Bugey;60 AVENUE DU GÉNÉRAL SARRAIL;60 AVENUE DU GÉNÉRAL SARRAIL;FRANCE;
W011000066;CONSEIL DES PARENTS D ELEVES FCPE DU COLLEGE DE LEYMENT;;;;1150;Leyment;;  ;FRANCE;
W011000067;VELO CLUB DE LAGNIEU;809;RUE;Principale Vaux Fevroux;1150;Vaux-en-Bugey;;809 RUE Principale Vaux Fevroux;FRANCE;
W011000068;LES ROUTARDS DES SAPINS;;;;1110;Cormaranche-en-Bugey;;  ;FRANCE;
W011000069;TENNIS CLUB CULOZ;;;;1350;Culoz;;  ;FRANCE;
W011000070;COMITE DES OEUVRES SOCIALES DU PERSONNEL DE LA VILLE D'HAUTEVILLE-LOMPNES;;;Mairie;1110;Hauteville-Lompnes;Mairie;Mairie;FRANCE;
W011000071;LES RANDONNEURS DU BUIZIN;;;Mairie;1150;Vaux-en-Bugey;MAIRIE;MAIRIE;FRANCE;
W011000072;JUMELAGE LOYETTES/LOYERS;;;;1360;Loyettes;;  ;FRANCE;
W011000073;L'HAUTEVILLOISE PETANQUE;;;;1110;Hauteville-Lompnes;;  ;FRANCE;
W011000074;ASSOCIATION DES POMPIERS RETRAITES DU CANTON D'AMBERIEU EN BUGEY;;;;1500;Saint-Denis-en-Bugey;;  ;FRANCE;
W011000075;HANDICAPS ET INNOVATIONS SOCIALES (H.I.S.);26;RUE;de la Schappe;1230;Saint-Rambert-en-Bugey;26 rue de la Schappe;26 rue de la Schappe;FRANCE;
W011000076;MAISON DES LYCEENS DU LYCEE DE LA PLAINE DE L'AIN (MDL);;AV;Léon Blum;1500;Ambérieu-en-Bugey;avenue Léon Blum;avenue Léon Blum;FRANCE;
W011000077;ADR SAINT-VULBAS  ACCOMPAGNEMENT DES REFUGIES DE SAINT-VULBAS;258;CHEM1;des Grandes Vignes;1150;Saint-Vulbas;258 CHEMIN DES GRANDES VIGNES;258 CHEMIN DES GRANDES VIGNES;FRANCE;
W011000078;SOU DES ECOLES LAIQUES DE BELLEY;;;;1300;Belley;;  ;FRANCE;
W011000079;BOULE BELLEYSANNE;;;;1300;Belley;;  ;FRANCE;
W011000080;COMITE DES FETES D'ANDERT-CONDON;;;Mairie;1300;Andert-et-Condon;Mairie;Mairie;FRANCE;
W011000081;"AMICALE DES ANCIENS DE LA CITE SCOLAIRE DE BELLEY ""ANCIENS ELEVES ET PERSONNEL DE LA CITE SCOLAIRE""";;RUE;du 5eme RTM;1300;Belley;RUE DU 5EME RTM;RUE DU 5EME RTM;FRANCE;
W011000082;AMICALE DES SAPEURS POMPIERS;;;Mairie;1300;Contrevoz;;  Mairie;FRANCE;
W011000083;AMICALE PHILATELIQUE DE BELLEY;;;;1300;Belley;;  ;FRANCE;
W011000084;STOCK CAR CLUB ANGLEFORT;;;;1350;Anglefort;;  ;FRANCE;
W011000085;LES SKAPUCHES PERUVIENNES;;;;1640;Boyeux-Saint-Jérôme;107  RUE DE VALLIèRE;107  RUE DE VALLIèRE;FRANCE;
W011000086;SOU DES ECOLES LAIQUES DE TENAY;;;;1230;Tenay;36 lotissement champ jupon;36 lotissement champ jupon;FRANCE;http://soudesecolesdetenay.fr/.
W011000087;MOTO-CLUB BELLEYSAN;;;Mairie;1300;Belley;Mairie;Mairie;FRANCE;
W011000088;ASSOCIATION DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE - SECTION D'ANGLEFORT;17;RUE;de la Bonnette;1350;Anglefort;17  RUE DE LA BONNETTE;17  RUE DE LA BONNETTE;FRANCE;
W011000089;ZICAPIA;;;Les Ravières;1350;Culoz;Les Ravières;Les Ravières;FRANCE;
W011000090;DECOUVERTE ET INITIATION DANSES DU MONDE ET CIRCUIT TRAINING;35;RUE;de Savoie;1510;Artemare;35 RUE DE SAVOIE;35 RUE DE SAVOIE;FRANCE;
W011000091;ASSOCIATION DES JEUNES DE SAINTE JULIE (A.J.S.);;;;1150;Sainte-Julie;306 Route du Trolliet;306 Route du Trolliet;FRANCE;
W011000092;CORYPHEE;;PL;du Docteur le Tacon;1110;Hauteville-Lompnes;place du Docteur le Tacon;place du Docteur le Tacon;FRANCE;
W011000093;LE BRESSE BUGEY DOMBES DEUCHES;8;IMP;des Corrées;1500;Ambutrix;3 RUE BOUVARD;3 RUE BOUVARD;FRANCE;
W011000094;LA BOULE DU GARDON;80;RUE;de Vareilles;1500;Ambérieu-en-Bugey;;80 RUE de Vareilles;FRANCE;
W011000095;LOYETTES-PETANQUE;;;;1360;Loyettes;;  ;FRANCE;
W011000096;AMICALE DU CMP D'AMBERIEU (AMICALE DU CENTRE MILITAIRE DE PLANEUR D'AMBERIEU);17;RUE;de l'Ecole;1150;Leyment;12 Rue du Docteur Hudellet;12 Rue du Docteur Hudellet;FRANCE;
W011000097;OOBE (OUT OF BODY EXPERIENCE);;;25 Grande Rue;1300;Belley;11 rue Juiverie;11 rue Juiverie;FRANCE;
W011000098;AMICALE DES ANCIENS SAPEURS POMPIERS DE BETTANT;;;Mairie;1500;Bettant;Mairie;Mairie;FRANCE;
W011000099;CLASSE 2011;51;RUE;Henry Dunant;1350;Culoz;51  rue Henry Dunant;51  rue Henry Dunant;FRANCE;
W011000100;LE FURET 4X4 CLUB BELLEY;;;;1300;Belley;;  ;FRANCE;
W011000101;ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC - PEEP DE BELLEY;1;RUE;Récamier;1300;Belley;;1 RUE Récamier;FRANCE;
W011000102;AMICALE DES SAPEURS POMPIERS DE SAINT-MAURICE DE REMENS;;;;1500;Saint-Maurice-de-Rémens;;  ;FRANCE;
W011000103;MERCREDIS DE NEIGE DE LA VALLEE DE L'ALBARINE;;;;1230;Argis;;  ;FRANCE;
W011000104;UNION SPORTIVE D'ARTEMARE BASKET;17;RUE;du Bugey;1510;Artemare;17  RUE DU BUGEY;17  RUE DU BUGEY;FRANCE;
W011000105;PAUSE CAFE;;;;1300;Nattages;;  ;FRANCE;
W011000106;CLUB DES JEUNES;1;RUE;Saint Nicolas;1150;Sault-Brénaz;3 ALLÉE DES MURIERS;3 ALLÉE DES MURIERS;FRANCE;
W011000107;CLUB PHILATELIQUE, CARTOPHILE ET NUMISMATIQUE DE LOYETTES;;;;1360;Loyettes;;  ;FRANCE;
W011000108;LE SCAPH'CLUB DE BELLEY;;;;1300;Belley;;  ;FRANCE;
W011000109;ASSOCIATION COMBETTE - EN MARMOERAIN;29;RUE;Henry Dunant;1500;Ambérieu-en-Bugey;29 rue Henry Dunant;29 rue Henry Dunant;FRANCE;
W011000110;AMICALE BOULE DE CEYZERIEU;;;CLOS BOULISTE;1350;Ceyzérieu;CLOS BOULISTE;CLOS BOULISTE;FRANCE;
W011000111;MOTO VAUXOISE;;;;1150;Vaux-en-Bugey;;  ;FRANCE;
W011000112;LA BOULE DU MOULIN;;;;1500;Saint-Denis-en-Bugey;;  ;FRANCE;
W011000113;TRANSPORT SCOLAIRE DE LAGNIEU;;;;1150;Lagnieu;;  ;FRANCE;
W011000114;SOCIETE DE CHASSE DE CONZIEU;;;;1300;Conzieu;;  ;FRANCE;
W011000115;LOISIRS ET CULTURE;;;;1350;Culoz;;  ;FRANCE;
W011000116;ASSOCIATION D'ARTISTES AMATEURS AMBARROIS;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000117;TOUR DU VALROMEY ORGANISATION;10;RUE;du Plâtre;1510;Artemare;;10 RUE du Plâtre;FRANCE;
W011000118;AUTRES CHOSES, AUTREMENT...;27;PL;de la Cure;1300;Saint-Germain-les-Paroisses;;27 PL de la Cure;FRANCE;
W011000119;ORGANISME DE GESTION DES ECOLES CATHOLIQUES MARGUERITE-MARIE & LOUIS CHAMBARD  (OGEC MARGUERITE-MARIE & LOUIS CHAMBARD);2;RUE;du Chapitre;1300;Belley;59 CHEMIN SUR CHêNE;59 CHEMIN SUR CHêNE;FRANCE;
W011000120;RUGBY-CLUB DE SAULT-BRENAZ;89;;Grande Rue;1150;Sault-Brénaz;89  Grande Rue;89  Grande Rue;FRANCE;
W011000121;CLUB PHOTO VIDEO BRAMAFAN DU CANTON DE LAGNIEU;;;;1150;Lagnieu;;  ;FRANCE;
W011000122;ACCORD PARFAIT;;;;1150;Blyes;;  ;FRANCE;
W011000123;FIL DE L'AIN;665;RTE;de l'Ecole;1300;Nattages;560 RUE DES ECOLES;560 RUE DES ECOLES;FRANCE;
W011000124;CONFEDERATION  ISLAMIQUE MILLI GORUS COMMUNE D'AMBERIEU (CIMG-AMBERIEU);190;RUE;Berthelot;1500;Ambérieu-en-Bugey;5 BIS RUE DE LONGERAIE;5 BIS RUE DE LONGERAIE;FRANCE;
W011000125;CENTRE D'ART CONTEMPORAIN DE LACOUX;;;Lacoux;1110;PLATEAU D'HAUTEVILLE;Lacoux;Lacoux;FRANCE;
W011000126;MAISON PANIS;;PL;des Terreaux;1150;Vaux-en-Bugey;place des Terreaux;place des Terreaux;FRANCE;
W011000127;LA GRAPPE DES RUFLOS;40;RUE;de la Mairie;1260;Ruffieu;40  RUE DE LA MAIRIE;40  RUE DE LA MAIRIE;FRANCE;
W011000128;LES AMIS DE SAINT VERAN;112;RTE;du Moulin d'Andert;1300;Chazey-Bons;112  ROUTE DU MOULIN D'ANDERT;112  ROUTE DU MOULIN D'ANDERT;FRANCE;
W011000129;C.E.F.S.  (CENTRE D'ENTRAINEMENT ET DE FORMATIONS SPECIALISEES);237;RUE;Prémonin;1500;Ambérieu-en-Bugey;237 rue Prémonin;237 rue Prémonin;FRANCE;
W011000130;CHAT'RIVARI;;AV;Brillat Savarin;1300;Belley;CHEF-LIEU;CHEF-LIEU;FRANCE;
W011000131;ASSOCIATION DE DEFENSE DES HABITANTS, DE PRESERVATION DU PATRIMOINE COMMUNAL DE TORCIEU ET DE SON CARACTERE BUGISTE;;;Roche Blanche;1230;Torcieu;Roche Blanche;Roche Blanche;FRANCE;
W011000132;CERCLE DES NAGEURS BELLEY BUGEY SUD;;AV;Paul Chastel;1300;Belley;avanue Paul Chastel;avanue Paul Chastel;FRANCE;
W011000133;AMICALE DES DONNEURS DE SANG D'AMBERIEU ET DES ENVIRONS;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000134;CONSEIL DES PARENTS D'ELEVES FCPE DU COLLEGE D'ENSEIGNEMENT SECONDAIRE ST EXUPERY;;;;1500;Ambérieu-en-Bugey;200 ALLÉE DE LA PANISETTE;200 ALLÉE DE LA PANISETTE;FRANCE;
W011000135;LES CLASSARDS D'AMBRONAY;;;;1500;Ambronay;;  ;FRANCE;
W011000136;C'LIN' DANSES;11;BD;de Verdun;1300;Belley;11 boulevard de Verdun;11 boulevard de Verdun;FRANCE;
W011000137;AUSTIN'S COUNTRY;;RUE;du Montet;1510;Virieu-le-Grand;RUE DU MONTET;RUE DU MONTET;FRANCE;
W011000138;ASSOCIATION RESTAURANT SCOLAIRE, ETUDE, GARDERIE;;;;1500;Bettant;90 RUE DU LOT;90 RUE DU LOT;FRANCE;
W011000139;AMICALE CLASSE 68 D'AMBERIEU EN BUGEY;;PL;Robert Marcelpoil;1500;Ambérieu-en-Bugey;107 ROUTE D'AMBRONAY;107 ROUTE D'AMBRONAY;FRANCE;
W011000140;LES COQ'AIN'S, ASSOCIATION GAY ET LESBIENNE DE LA REGION DE L'AIN;63;IMP;des Vendangeurs;1250;Ceyzériat;63  IMPASSE DES VENDANGEURS;63  IMPASSE DES VENDANGEURS;FRANCE;
W011000141;LOUV'FOLK;4D;RUE;du Montillet;1300;Belley;19  RUE GEORGES GIRERD;19  RUE GEORGES GIRERD;FRANCE;
W011000142;LUMIERE CONTRE LA LEUCEMIE;11;BD;de Verdun;1300;Belley;;11 BD de Verdun;FRANCE;
W011000143;AROB - ASSOCIATION POUR LE RENOUVEAU DES ORGUES DE BELLEY;6;RUE;du Châpitre;1300;Belley;6 rue du Châpitre;6 rue du Châpitre;FRANCE;
W011000144;A 4 PIEDS GROUPES;25;RUE;des Cordeliers;1300;Belley;25  rue des Cordeliers;25  rue des Cordeliers;FRANCE;
W011000145;CLUB RENCONTRES ET LOISIRS D'ANGLEFORT;;;;1350;Anglefort;89 CHEMIN PRÉ DALPHIN;89 CHEMIN PRÉ DALPHIN;FRANCE;
W011000146;SOCIETE COMMUNALE DE CHASSE ET DE PECHE DE VAUX EN BUGEY;;;Mairie;1150;Vaux-en-Bugey;Mairie;Mairie;FRANCE;
W011000147;AMICALE DU PERSONNEL DU CENTRE HOSPITALIER PUBLIC D'HAUTEVILLE;;;Centre Medicaux Belligneux et Albarine;1110;Hauteville-Lompnes;Centre Medicaux Belligneux et Albarine;Centre Medicaux Belligneux et Albarine;FRANCE;
W011000148;L'AMICALE DES MOTARDS DE SAINT VULBAS 'LES VILLIMOTARDS';1558;RUE;des Claires Fontaines;1150;Saint-Vulbas;1558 rue des Claires Fontaines;1558 rue des Claires Fontaines;FRANCE;
W011000149;ASSOCIATION SPORTIVE DE TORCIEU;;;;1230;Torcieu;COURS CHAZELLE;COURS CHAZELLE;FRANCE;
W011000150;COMITE DES FETES D'AMBRONAY;;;;1500;Ambronay;....;....;FRANCE;
W011000151;COMITE DE FLEURISSEMENT DE MONTAGNIEU DANS L'AIN;;;;1470;Montagnieu;;  ;FRANCE;
W011000152;ASSOCIATION DES AIDES SOIGNANTS : A2S;180;RUE;de la Forestière;1110;Hauteville-Lompnes;180 RUE DE LA FORESTIèRE;180 RUE DE LA FORESTIèRE;FRANCE;
W011000153;ROUE LIBRE AMBARROISE;;;;1500;Ambérieu-en-Bugey;;  ;FRANCE;
W011000154;THEATRE EN POINTILLE;;PL;Jules Ferry;1500;Ambérieu-en-Bugey;place Jules Ferry;place Jules Ferry;FRANCE;
W011000155;VIVRE MIEUX A EVIEU;;;;1300;Saint-Benoît;;  ;FRANCE;
W011000156;PREVEYSIOU CONNECTION;;;;1300;Contrevoz;;  ;FRANCE;
W011000157;AMICALE DE CHASSE DE BELMONT;;;;1260;Belmont-Luthézieu;;  ;FRANCE;
W011000158;COMITE D'ANIMATION DE SAINTE- JULIE;;;;1150;Sainte-Julie;....;....;FRANCE;
W011000159;CHORALE LES TROUBADOURS DU VALROMEY;;;;1260;Champagne-en-Valromey;;  ;FRANCE;
W011000160;ASSOCIATION SAINT-DENIS EN FLEURS;;;;1500;Saint-Denis-en-Bugey;;  ;FRANCE;
W011000161;AMICALE DES LOISIRS DES RETRAITES;;;;1510;Saint-Martin-de-Bavel;;  ;FRANCE;
W011000162;O.G.E.C. DE BELLEY;41;RUE;Georges Girerd;1300;Belley;41 RUE GEORGES GIRERD;41 RUE GEORGES GIRERD;FRANCE;
W011000163;LES ARTS VERTS;;;;1510;La    Burbanche;;  ;FRANCE;
W011000164;SOCIETE DE CHASSE DE SAINT-VULBAS;;;;1150;Saint-Vulbas;;  ;FRANCE;
W011000165;RELAX, J'AI LA PECHE;22;RTE;de Ternant;1500;Ambutrix;RUE DES JACINTHES;RUE DES JACINTHES;FRANCE;
W011000166;MAISON MEDICALE DE GARDE DU BUGEY;25;RUE;des Cordeliers;1300;Belley;25  rue des Cordeliers;25  rue des Cordeliers;FRANCE;
W011000167;SERVICE DE SOINS ET DE SOUTIEN A DOMICILE DE BELLEY ET SA REGION (ASSOCIATION 3SAD DE BELLEY);59;RUE;du 8 mai 1945;1300;Belley;;59 RUE du 8 mai 1945;FRANCE;
W011000168;COMITE DES FETES DE CONTREVOZ;;;;1300;Contrevoz;;  ;FRANCE;
W011000169;TEAM HORIZON TERRE;560;RUE;du Villier;1500;Château-Gaillard;560  rue du Villier;560  rue du Villier;FRANCE;
W011000170;COLLECTIF CITOYEN 'DIDEROT' DE BELLEY, BAS-BUGEY ET DES ENVIRONS;;;;1300;Belley;;  ;FRANCE;
W011000171;CLUB DU 3EME AGE DE LA COMMUNE DE TENAY;;;;1230;Tenay;;  ;FRANCE;
W011000172;AIDE ET ACCUEIL DES ENFANTS ABANDONNES DE L'INDE   A.A.E.A.I.;;RUE;Principale;1230;Conand;13 rue du Docteur Finlay;13 rue du Docteur Finlay;FRANCE;
W011000173;AMICALE RAMBERTOISE DES RETRAITES;10;RUE;de la Schappe;1230;Saint-Rambert-en-Bugey;10 rue de la Schappe;10 rue de la Schappe;FRANCE;
W011000174;SOCIETE DES NATURALISTES ET MYCOLOGUES DE LAGNIEU;;;;1150;Lagnieu;;  ;FRANCE;
W011000175;MILLEFEUILLE;11;BD;de Verdun;1300;Belley;410 avenue Château-Larron;410 avenue Château-Larron;FRANCE;
W011000176;ASSOCIATION DE DAYILI DE FRANCE (ADF);65;ALL;de la Panisette;1500;Ambérieu-en-Bugey;65  allée de la Panisette;65  allée de la Panisette;FRANCE;
W011000177;COMITE D'OEUVRES SOCIALES DE L'OFFICE PUBLIC MUNICIPAL H.L.M. D'AMBERIEU EN BUGEY;;RUE;Alexandre Bérard;1500;Ambérieu-en-Bugey;rue Alexandre Bérard;rue Alexandre Bérard;FRANCE;
W011000178;ASSOCIATION SPORTIVE DE CHAZEY-BONS;;;Stade des Chandelles;1300;Chazey-Bons;Stade des Chandelles;Stade des Chandelles;FRANCE;
W011000179;SOCIETE AMICALE DES SAPEURS POMPIERS DE LAGNIEU;;ALL;Guy de la Verpillière;1150;Lagnieu;allée Guy de la Verpillière;allée Guy de la Verpillière;FRANCE;
W011000180;PETANQUE CLUB BREGNIER;;;;1300;Brégnier-Cordon;;  ;FRANCE;
W011000181;CENTRE DE LOISIRS 'LES LUCIOLES';;;;1350;Ceyzérieu;RUE CATELINE;RUE CATELINE;FRANCE;
W011000182;SAINT VULBAS EVENEMENTS ET CULTURE;;;Mairie;1150;Saint-Vulbas;3 LOT. CLAIRES FONTAINES;3 LOT. CLAIRES FONTAINES;FRANCE;
