local_id;name;country;state;city;zip;street;url;industry
W011000001;VENT D'EST;FRANCE;;Montpellier;34090;99  RUE SALVADOR DALI;;
W011000002;UNE NOTE DE PARTAGE;FRANCE;;Dieulefit;26220;1995, ROUTE DE SOUSPIERRE;;
W011000003;CHANDELAIN;FRANCE;;Cuzieu;1300;234 RTE de l'Eglise;;
W011000004;LEYMENT-MATERIEL;FRANCE;;Leyment;1150;15 Rue de Valllière;;
W011000005;ASSOCIATION 'TOILES EMOI';FRANCE;;Ambérieu-en-Bugey;1500;3 avenue de Verdun;;
W011000006;AMICALE DES MARAIS;FRANCE;;Lavours;1350;  ;;
W011000007;COMITE D'ANIMATION DE LEYMENT;FRANCE;;Leyment;1150;  ;;
W011000008;ACADEMIE DE TAE KWON-DO MARTIAL ET OLYMPIQUE AMBERIEU;FRANCE;;Ambérieu-en-Bugey;1500;6  RUE DE BOISSET;;
W011000009;BRAMAFAN.ORG;FRANCE;;Lagnieu;1150;RUE DE LA LISETTE;www.bramafan.org;
W011000010;LES AIN'FANTINES;FRANCE;;Hauteville-Lompnes;1110;426 RUE DES FONTANETTES;;
W011000011;ENGLISH FOR FUN;FRANCE;;Saint-Sorlin-en-Bugey;1150;28  CHEMIN DU VIVIER;;
W011000012;HAMEAU A DIRE;FRANCE;;Saint-Rambert-en-Bugey;1230;36  rue Montferme;;
W011000013;BUGEY PLAISIR SPORT;FRANCE;;Saint-Rambert-en-Bugey;1230; AV de l Europe;;
W011000014;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE DE L'ALBARINE (AAPPMA DE L'ALBARINE);FRANCE;;Saint-Rambert-en-Bugey;1230;  ;;
W011000015;NOESIS ACP (PENSER, COMPRENDRE, AGIR ENSEMBLE);FRANCE;;Ambérieu-en-Bugey;1500;3  RUE PIERRE ET MARIE CURIE;;
W011000016;LES PIEDS AUX MURS;FRANCE;;Peyrieu;1300;  ;;
W011000017;LA CAB'ANERIE;FRANCE;;Belley;1300;235 chemin de la Clé des Chants;;
W011000018;ASSOCIATION SEBASTIEN;FRANCE;;Échallon;1130;  ;;
W011000019;SOU DES ECOLES LAIQUES;FRANCE;;Saint-Rambert-en-Bugey;1230;66 RUE MONTFERME;;
W011000020;ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE (O.G. E.C.) SAINTE MARIE D'EN HAUT;FRANCE;;Saint-Rambert-en-Bugey;1230;9 RUE DU CUCHON;;
W011000021;CLASS CHOEUR CLARINETTE BELLEY BUGEY;FRANCE;;Belley;1300;79 RUE SAINT JEAN;;
W011000022;CLAP CHAZ CANTINE LOISIRS ACCUEIL PERISCOLAIRE DE CHAZEY;FRANCE;;Chazey-sur-Ain;1150;ROUTE DE SAINTE JULIE;;
W011000023;LA MAGIE CREATIVE;FRANCE;;Leyment;1150;  ;;
W011000024;ASSOCIATION MONTESSORI DU VALROMEY (AMV);FRANCE;;Champagne-en-Valromey;1260;104 D  ROUTE DU COL DE RICHEMONT;;
W011000025;SOU DES ECOLES LAIQUES DE CHANAY;FRANCE;;Chanay;1420;32 RTE de Seyssel;;
W011000026;GYMNASTIQUE DE CHATEAU-GAILLARD;FRANCE;;Château-Gaillard;1500;48E RUE DES RAVINELLES;;
W011000027;ENTENTE TENNIS D'AMBRONAY-JUJURIEUX-SAINT JEAN LE VIEUX;FRANCE;;Ambronay;1500;  ;;
W011000028;ASSOCIATION DES PARENTS D'ELEVES DE L'INSTITUTION LAMARTINE DE BELLEY;FRANCE;;Belley;1300;41 RUE Georges Girerd;;
W011000029;COMITE DE FLEURISSEMENT DE CHAZEY BONS;FRANCE;;Chazey-Bons;1300;  ;;
W011000030;VONGNES FLEURI;FRANCE;;Vongnes;1350;  ;;
W011000031;AMICALE DES ACCORDEONISTES D'AMBERIEU;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000032;TOUT TERRAIN AMBERIEU;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000033;COMITE D'ANIMATION DE RUFFIEU;FRANCE;;Ruffieu;1260;  ;;
W011000034;COMITE FNACA MICHAILLE SEYSSEL;FRANCE;;Chanay;1420;  ;;
W011000035;TENNIS CLUB DE SEYSSEL-CORBONOD;FRANCE;;Gignez;1420;315  Grande rue;;
W011000036;LES AMIS DE LA MER ET DU MODELISME NAVAL;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000037;NATTAJ'AIME;FRANCE;;Nattages;1300;  ;;
W011000038;AIN SI DANSE;FRANCE;;Belley;1300;...;;
W011000039;AMICALE DU 3E AGE DE CHAMPAGNE-EN-VALROMEY;FRANCE;;Champagne-en-Valromey;1260;  ;;
W011000040;SPORT DETENTE CHANAY;FRANCE;;Chanay;1420;  ;;
W011000041;BICYCLE FREE SPIRIT (BFS);FRANCE;;Ambutrix;1500;ROUTE DE LA CHARTREUSE;;
W011000042;ASSOCIATION SPORTIVE DE BLYES;FRANCE;;Blyes;1150;chemin de Ruvaison;;
W011000043;COMITE DES FETES D'INNIMONT;FRANCE;;Innimond;1680;  ;;
W011000044;COMPAGNIE THEATRE DU MONT ROYAL;FRANCE;;Hauteville-Lompnes;1110;130 CHEMIN DU BIEL;;
W011000045;A.A.P.P.M.A. LA GAULE SEYSSELANE;FRANCE;;Seyssel;1420;  ;;
W011000046;SOU DES ECOLES LAIQUES DE SEYSSEL;FRANCE;;Seyssel;1420;  ;;
W011000047;CLUB DES RETRAITES;FRANCE;;Torcieu;1230;  ;;
W011000048;BUGEY SUD ACTIF;FRANCE;;Brégnier-Cordon;1300;...;;
W011000049;CLUB DES RANDONNEURS PEDESTRES DE BELLEY;FRANCE;;Belley;1300;142 ALLéE DE LA SOURCE;;
W011000050;EN GRANGEONS LA MUSIQUE;FRANCE;;Serrières-de-Briord;1470; PL de la Mairie;;
W011000051;TRAVERSE PRODUCTION;FRANCE;;Ambérieu-en-Bugey;1500;37 Avenue de Savoie;;
W011000052;PRESERVONS AMBRONAY;FRANCE;;Ambronay;1500;  ;;
W011000053;ASSOCIATION CHEIGNIEU EN FETE;FRANCE;;Cheignieu-la-Balme;1510;  ;;
W011000054;ASSOCIATION VILLEBOIS PIERRE ET CHATEAU;FRANCE;;Villebois;1150;1075 RUE DES DEUX FONTAINES;;
W011000055;ASSOCIATION TUTELAIRE DES PAYS DE L'AIN;FRANCE;;Belley;1300;214  ROUTE DE PARVES     CORON;;
W011000056;ASSOCIATION DEPARTEMENTALE AGREEE DE PECHEURS AMATEURS AUX ENGINS ET AUX FILETS - LA PETITE PECHE DE L'AIN;FRANCE;;Brégnier-Cordon;1300;LES BESSONS;;
W011000057;JET PROMO;FRANCE;;Lagnieu;1150;314  allée sous le Colombier;;
W011000058;ASSOCIATION AGREE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE : A.A.P.P.M.A DU HAUT-FURANS;FRANCE;;Rossillon;1510;  ;;
W011000059;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LES PROPRIETAIRES RIVERAINS DU FURANS A CHAZEY-BONS (A.A.P.P.M.A. LES PROPRIETAIRES RIVERAINS DU FURANS);FRANCE;;Chazey-Bons;1300;  ;;
W011000060;ARC CLUB BUGISTE;FRANCE;;Saint-Champ;1300;LE BOURG;;
W011000061;AAPPMA LES PECHEURS A LA LIGNE DE LAGNIEU - SAULT-BRENAZ ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LES PECHEURS A LA LIGNE DE LAGNIEU - SAULT-BRENAZ;FRANCE;;Lagnieu;1150;  ;;
W011000062;ASSOCIATION AGREEE POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE LA GAULE DE TORCIEU (A.A.P.P.M.A. LA GAULE DE TORCIEU);FRANCE;;Torcieu;1230;  ;;
W011000063;COMITE D'ANIMATION DE TORCIEU;FRANCE;;Torcieu;1230;Mairie;;
W011000064;SECTEUR BOULISTE DE LA PLAINE DE L'AIN;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000065;CLUB D'ACTIVITES SUBAQUATIQUES D'AMBERIEU EN BUGEY (C.A.S.A.);FRANCE;;Ambérieu-en-Bugey;1500;60 AVENUE DU GÉNÉRAL SARRAIL;;
W011000066;CONSEIL DES PARENTS D ELEVES FCPE DU COLLEGE DE LEYMENT;FRANCE;;Leyment;1150;  ;;
W011000067;VELO CLUB DE LAGNIEU;FRANCE;;Vaux-en-Bugey;1150;809 RUE Principale Vaux Fevroux;;
W011000068;LES ROUTARDS DES SAPINS;FRANCE;;Cormaranche-en-Bugey;1110;  ;;
W011000069;TENNIS CLUB CULOZ;FRANCE;;Culoz;1350;  ;;
W011000070;COMITE DES OEUVRES SOCIALES DU PERSONNEL DE LA VILLE D'HAUTEVILLE-LOMPNES;FRANCE;;Hauteville-Lompnes;1110;Mairie;;
W011000071;LES RANDONNEURS DU BUIZIN;FRANCE;;Vaux-en-Bugey;1150;MAIRIE;;
W011000072;JUMELAGE LOYETTES/LOYERS;FRANCE;;Loyettes;1360;  ;;
W011000073;L'HAUTEVILLOISE PETANQUE;FRANCE;;Hauteville-Lompnes;1110;  ;;
W011000074;ASSOCIATION DES POMPIERS RETRAITES DU CANTON D'AMBERIEU EN BUGEY;FRANCE;;Saint-Denis-en-Bugey;1500;  ;;
W011000075;HANDICAPS ET INNOVATIONS SOCIALES (H.I.S.);FRANCE;;Saint-Rambert-en-Bugey;1230;26 rue de la Schappe;;
W011000076;MAISON DES LYCEENS DU LYCEE DE LA PLAINE DE L'AIN (MDL);FRANCE;;Ambérieu-en-Bugey;1500;avenue Léon Blum;;
W011000077;ADR SAINT-VULBAS  ACCOMPAGNEMENT DES REFUGIES DE SAINT-VULBAS;FRANCE;;Saint-Vulbas;1150;258 CHEMIN DES GRANDES VIGNES;;
W011000078;SOU DES ECOLES LAIQUES DE BELLEY;FRANCE;;Belley;1300;  ;;
W011000079;BOULE BELLEYSANNE;FRANCE;;Belley;1300;  ;;
W011000080;COMITE DES FETES D'ANDERT-CONDON;FRANCE;;Andert-et-Condon;1300;Mairie;;
W011000081;"AMICALE DES ANCIENS DE LA CITE SCOLAIRE DE BELLEY ""ANCIENS ELEVES ET PERSONNEL DE LA CITE SCOLAIRE""";FRANCE;;Belley;1300;RUE DU 5EME RTM;;
W011000082;AMICALE DES SAPEURS POMPIERS;FRANCE;;Contrevoz;1300;  Mairie;;
W011000083;AMICALE PHILATELIQUE DE BELLEY;FRANCE;;Belley;1300;  ;;
W011000084;STOCK CAR CLUB ANGLEFORT;FRANCE;;Anglefort;1350;  ;;
W011000085;LES SKAPUCHES PERUVIENNES;FRANCE;;Boyeux-Saint-Jérôme;1640;107  RUE DE VALLIèRE;;
W011000086;SOU DES ECOLES LAIQUES DE TENAY;FRANCE;;Tenay;1230;36 lotissement champ jupon;http://soudesecolesdetenay.fr/.;
W011000087;MOTO-CLUB BELLEYSAN;FRANCE;;Belley;1300;Mairie;;
W011000088;ASSOCIATION DES ANCIENS COMBATTANTS ET VICTIMES DE GUERRE - SECTION D'ANGLEFORT;FRANCE;;Anglefort;1350;17  RUE DE LA BONNETTE;;
W011000089;ZICAPIA;FRANCE;;Culoz;1350;Les Ravières;;
W011000090;DECOUVERTE ET INITIATION DANSES DU MONDE ET CIRCUIT TRAINING;FRANCE;;Artemare;1510;35 RUE DE SAVOIE;;
W011000091;ASSOCIATION DES JEUNES DE SAINTE JULIE (A.J.S.);FRANCE;;Sainte-Julie;1150;306 Route du Trolliet;;
W011000092;CORYPHEE;FRANCE;;Hauteville-Lompnes;1110;place du Docteur le Tacon;;
W011000093;LE BRESSE BUGEY DOMBES DEUCHES;FRANCE;;Ambutrix;1500;3 RUE BOUVARD;;
W011000094;LA BOULE DU GARDON;FRANCE;;Ambérieu-en-Bugey;1500;80 RUE de Vareilles;;
W011000095;LOYETTES-PETANQUE;FRANCE;;Loyettes;1360;  ;;
W011000096;AMICALE DU CMP D'AMBERIEU (AMICALE DU CENTRE MILITAIRE DE PLANEUR D'AMBERIEU);FRANCE;;Leyment;1150;12 Rue du Docteur Hudellet;;
W011000097;OOBE (OUT OF BODY EXPERIENCE);FRANCE;;Belley;1300;11 rue Juiverie;;
W011000098;AMICALE DES ANCIENS SAPEURS POMPIERS DE BETTANT;FRANCE;;Bettant;1500;Mairie;;
W011000099;CLASSE 2011;FRANCE;;Culoz;1350;51  rue Henry Dunant;;
W011000100;LE FURET 4X4 CLUB BELLEY;FRANCE;;Belley;1300;  ;;
W011000101;ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC - PEEP DE BELLEY;FRANCE;;Belley;1300;1 RUE Récamier;;
W011000102;AMICALE DES SAPEURS POMPIERS DE SAINT-MAURICE DE REMENS;FRANCE;;Saint-Maurice-de-Rémens;1500;  ;;
W011000103;MERCREDIS DE NEIGE DE LA VALLEE DE L'ALBARINE;FRANCE;;Argis;1230;  ;;
W011000104;UNION SPORTIVE D'ARTEMARE BASKET;FRANCE;;Artemare;1510;17  RUE DU BUGEY;;
W011000105;PAUSE CAFE;FRANCE;;Nattages;1300;  ;;
W011000106;CLUB DES JEUNES;FRANCE;;Sault-Brénaz;1150;3 ALLÉE DES MURIERS;;
W011000107;CLUB PHILATELIQUE, CARTOPHILE ET NUMISMATIQUE DE LOYETTES;FRANCE;;Loyettes;1360;  ;;
W011000108;LE SCAPH'CLUB DE BELLEY;FRANCE;;Belley;1300;  ;;
W011000109;ASSOCIATION COMBETTE - EN MARMOERAIN;FRANCE;;Ambérieu-en-Bugey;1500;29 rue Henry Dunant;;
W011000110;AMICALE BOULE DE CEYZERIEU;FRANCE;;Ceyzérieu;1350;CLOS BOULISTE;;
W011000111;MOTO VAUXOISE;FRANCE;;Vaux-en-Bugey;1150;  ;;
W011000112;LA BOULE DU MOULIN;FRANCE;;Saint-Denis-en-Bugey;1500;  ;;
W011000113;TRANSPORT SCOLAIRE DE LAGNIEU;FRANCE;;Lagnieu;1150;  ;;
W011000114;SOCIETE DE CHASSE DE CONZIEU;FRANCE;;Conzieu;1300;  ;;
W011000115;LOISIRS ET CULTURE;FRANCE;;Culoz;1350;  ;;
W011000116;ASSOCIATION D'ARTISTES AMATEURS AMBARROIS;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000117;TOUR DU VALROMEY ORGANISATION;FRANCE;;Artemare;1510;10 RUE du Plâtre;;
W011000118;AUTRES CHOSES, AUTREMENT...;FRANCE;;Saint-Germain-les-Paroisses;1300;27 PL de la Cure;;
W011000119;ORGANISME DE GESTION DES ECOLES CATHOLIQUES MARGUERITE-MARIE & LOUIS CHAMBARD  (OGEC MARGUERITE-MARIE & LOUIS CHAMBARD);FRANCE;;Belley;1300;59 CHEMIN SUR CHêNE;;
W011000120;RUGBY-CLUB DE SAULT-BRENAZ;FRANCE;;Sault-Brénaz;1150;89  Grande Rue;;
W011000121;CLUB PHOTO VIDEO BRAMAFAN DU CANTON DE LAGNIEU;FRANCE;;Lagnieu;1150;  ;;
W011000122;ACCORD PARFAIT;FRANCE;;Blyes;1150;  ;;
W011000123;FIL DE L'AIN;FRANCE;;Nattages;1300;560 RUE DES ECOLES;;
W011000124;CONFEDERATION  ISLAMIQUE MILLI GORUS COMMUNE D'AMBERIEU (CIMG-AMBERIEU);FRANCE;;Ambérieu-en-Bugey;1500;5 BIS RUE DE LONGERAIE;;
W011000125;CENTRE D'ART CONTEMPORAIN DE LACOUX;FRANCE;;PLATEAU D'HAUTEVILLE;1110;Lacoux;;
W011000126;MAISON PANIS;FRANCE;;Vaux-en-Bugey;1150;place des Terreaux;;
W011000127;LA GRAPPE DES RUFLOS;FRANCE;;Ruffieu;1260;40  RUE DE LA MAIRIE;;
W011000128;LES AMIS DE SAINT VERAN;FRANCE;;Chazey-Bons;1300;112  ROUTE DU MOULIN D'ANDERT;;
W011000129;C.E.F.S.  (CENTRE D'ENTRAINEMENT ET DE FORMATIONS SPECIALISEES);FRANCE;;Ambérieu-en-Bugey;1500;237 rue Prémonin;;
W011000130;CHAT'RIVARI;FRANCE;;Belley;1300;CHEF-LIEU;;
W011000131;ASSOCIATION DE DEFENSE DES HABITANTS, DE PRESERVATION DU PATRIMOINE COMMUNAL DE TORCIEU ET DE SON CARACTERE BUGISTE;FRANCE;;Torcieu;1230;Roche Blanche;;
W011000132;CERCLE DES NAGEURS BELLEY BUGEY SUD;FRANCE;;Belley;1300;avanue Paul Chastel;;
W011000133;AMICALE DES DONNEURS DE SANG D'AMBERIEU ET DES ENVIRONS;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000134;CONSEIL DES PARENTS D'ELEVES FCPE DU COLLEGE D'ENSEIGNEMENT SECONDAIRE ST EXUPERY;FRANCE;;Ambérieu-en-Bugey;1500;200 ALLÉE DE LA PANISETTE;;
W011000135;LES CLASSARDS D'AMBRONAY;FRANCE;;Ambronay;1500;  ;;
W011000136;C'LIN' DANSES;FRANCE;;Belley;1300;11 boulevard de Verdun;;
W011000137;AUSTIN'S COUNTRY;FRANCE;;Virieu-le-Grand;1510;RUE DU MONTET;;
W011000138;ASSOCIATION RESTAURANT SCOLAIRE, ETUDE, GARDERIE;FRANCE;;Bettant;1500;90 RUE DU LOT;;
W011000139;AMICALE CLASSE 68 D'AMBERIEU EN BUGEY;FRANCE;;Ambérieu-en-Bugey;1500;107 ROUTE D'AMBRONAY;;
W011000140;LES COQ'AIN'S, ASSOCIATION GAY ET LESBIENNE DE LA REGION DE L'AIN;FRANCE;;Ceyzériat;1250;63  IMPASSE DES VENDANGEURS;;
W011000141;LOUV'FOLK;FRANCE;;Belley;1300;19  RUE GEORGES GIRERD;;
W011000142;LUMIERE CONTRE LA LEUCEMIE;FRANCE;;Belley;1300;11 BD de Verdun;;
W011000143;AROB - ASSOCIATION POUR LE RENOUVEAU DES ORGUES DE BELLEY;FRANCE;;Belley;1300;6 rue du Châpitre;;
W011000144;A 4 PIEDS GROUPES;FRANCE;;Belley;1300;25  rue des Cordeliers;;
W011000145;CLUB RENCONTRES ET LOISIRS D'ANGLEFORT;FRANCE;;Anglefort;1350;89 CHEMIN PRÉ DALPHIN;;
W011000146;SOCIETE COMMUNALE DE CHASSE ET DE PECHE DE VAUX EN BUGEY;FRANCE;;Vaux-en-Bugey;1150;Mairie;;
W011000147;AMICALE DU PERSONNEL DU CENTRE HOSPITALIER PUBLIC D'HAUTEVILLE;FRANCE;;Hauteville-Lompnes;1110;Centre Medicaux Belligneux et Albarine;;
W011000148;L'AMICALE DES MOTARDS DE SAINT VULBAS 'LES VILLIMOTARDS';FRANCE;;Saint-Vulbas;1150;1558 rue des Claires Fontaines;;
W011000149;ASSOCIATION SPORTIVE DE TORCIEU;FRANCE;;Torcieu;1230;COURS CHAZELLE;;
W011000150;COMITE DES FETES D'AMBRONAY;FRANCE;;Ambronay;1500;....;;
W011000151;COMITE DE FLEURISSEMENT DE MONTAGNIEU DANS L'AIN;FRANCE;;Montagnieu;1470;  ;;
W011000152;ASSOCIATION DES AIDES SOIGNANTS : A2S;FRANCE;;Hauteville-Lompnes;1110;180 RUE DE LA FORESTIèRE;;
W011000153;ROUE LIBRE AMBARROISE;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000154;THEATRE EN POINTILLE;FRANCE;;Ambérieu-en-Bugey;1500;place Jules Ferry;;
W011000155;VIVRE MIEUX A EVIEU;FRANCE;;Saint-Benoît;1300;  ;;
W011000156;PREVEYSIOU CONNECTION;FRANCE;;Contrevoz;1300;  ;;
W011000157;AMICALE DE CHASSE DE BELMONT;FRANCE;;Belmont-Luthézieu;1260;  ;;
W011000158;COMITE D'ANIMATION DE SAINTE- JULIE;FRANCE;;Sainte-Julie;1150;....;;
W011000159;CHORALE LES TROUBADOURS DU VALROMEY;FRANCE;;Champagne-en-Valromey;1260;  ;;
W011000160;ASSOCIATION SAINT-DENIS EN FLEURS;FRANCE;;Saint-Denis-en-Bugey;1500;  ;;
W011000161;AMICALE DES LOISIRS DES RETRAITES;FRANCE;;Saint-Martin-de-Bavel;1510;  ;;
W011000162;O.G.E.C. DE BELLEY;FRANCE;;Belley;1300;41 RUE GEORGES GIRERD;;
W011000163;LES ARTS VERTS;FRANCE;;La    Burbanche;1510;  ;;
W011000164;SOCIETE DE CHASSE DE SAINT-VULBAS;FRANCE;;Saint-Vulbas;1150;  ;;
W011000165;RELAX, J'AI LA PECHE;FRANCE;;Ambutrix;1500;RUE DES JACINTHES;;
W011000166;MAISON MEDICALE DE GARDE DU BUGEY;FRANCE;;Belley;1300;25  rue des Cordeliers;;
W011000167;SERVICE DE SOINS ET DE SOUTIEN A DOMICILE DE BELLEY ET SA REGION (ASSOCIATION 3SAD DE BELLEY);FRANCE;;Belley;1300;59 RUE du 8 mai 1945;;
W011000168;COMITE DES FETES DE CONTREVOZ;FRANCE;;Contrevoz;1300;  ;;
W011000169;TEAM HORIZON TERRE;FRANCE;;Château-Gaillard;1500;560  rue du Villier;;
W011000170;COLLECTIF CITOYEN 'DIDEROT' DE BELLEY, BAS-BUGEY ET DES ENVIRONS;FRANCE;;Belley;1300;  ;;
W011000171;CLUB DU 3EME AGE DE LA COMMUNE DE TENAY;FRANCE;;Tenay;1230;  ;;
W011000172;AIDE ET ACCUEIL DES ENFANTS ABANDONNES DE L'INDE   A.A.E.A.I.;FRANCE;;Conand;1230;13 rue du Docteur Finlay;;
W011000173;AMICALE RAMBERTOISE DES RETRAITES;FRANCE;;Saint-Rambert-en-Bugey;1230;10 rue de la Schappe;;
W011000174;SOCIETE DES NATURALISTES ET MYCOLOGUES DE LAGNIEU;FRANCE;;Lagnieu;1150;  ;;
W011000175;MILLEFEUILLE;FRANCE;;Belley;1300;410 avenue Château-Larron;;
W011000176;ASSOCIATION DE DAYILI DE FRANCE (ADF);FRANCE;;Ambérieu-en-Bugey;1500;65  allée de la Panisette;;
W011000177;COMITE D'OEUVRES SOCIALES DE L'OFFICE PUBLIC MUNICIPAL H.L.M. D'AMBERIEU EN BUGEY;FRANCE;;Ambérieu-en-Bugey;1500;rue Alexandre Bérard;;
W011000178;ASSOCIATION SPORTIVE DE CHAZEY-BONS;FRANCE;;Chazey-Bons;1300;Stade des Chandelles;;
W011000179;SOCIETE AMICALE DES SAPEURS POMPIERS DE LAGNIEU;FRANCE;;Lagnieu;1150;allée Guy de la Verpillière;;
W011000180;PETANQUE CLUB BREGNIER;FRANCE;;Brégnier-Cordon;1300;  ;;
W011000181;CENTRE DE LOISIRS 'LES LUCIOLES';FRANCE;;Ceyzérieu;1350;RUE CATELINE;;
W011000182;SAINT VULBAS EVENEMENTS ET CULTURE;FRANCE;;Saint-Vulbas;1150;3 LOT. CLAIRES FONTAINES;;
W011000183;LES AMIS DU PATRIMOINE DE L'ABERGEMENT DE VAREY;FRANCE;;L'   Abergement-de-Varey;1640;hameau de Côte Savin;;
W011000184;ASSSOCIATION DE LA PLACE DU FOUR;FRANCE;;Culoz;1350;24  PASSAGE LARESSE;;
W011000185;AMICALE DES SAPEURS POMPIERS DU GROUPEMENT BRIORD, MONTAGNIEU, SERRIERES (AMICALE DES SAPEURS-POMPIERS BMS);FRANCE;;Montagnieu;1470;  ;;
W011000186;LES AMIS DE LA MUSIQUE - LAM;FRANCE;;Loyettes;1360;102 RUE DES ROCHES;;
W011000187;LA COMPAGNIE MIRESSANCE;FRANCE;;Blyes;1150;PLACE DE LA MAIRIE;;
W011000188;GROUPEMENT D'ENTRAIDE DU PERSONNEL DES SERVICES MUNICIPAUX DE LA VILLE D'AMBERIEU EN BUGEY;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000189;AMICALE DES CLASSES EN 9;FRANCE;;Culoz;1350;23 Rue de la Millette;;
W011000190;LES COULEURS DE CHANAY;FRANCE;;Chanay;1420;  ;;
W011000191;YOGA OUVERTURE DISCIPLINE (Y.O.D.);FRANCE;;Ambronay;1500;5 RUE DU GAUCHON;;
W011000192;GYMNASTIQUE SERRIEROISE;FRANCE;;Serrières-de-Briord;1470;10F RUE DU DAUPHINÉ;;
W011000193;GROUPEMENT D'INTERET CYNEGETIQUE DE L'ALBARINE-BUIZIN;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000194;LES AMBRONS PECHEURS;FRANCE;;Ambronay;1500;  ;;
W011000195;UNION MUSICALE DE L'ALBARINE;FRANCE;;Saint-Rambert-en-Bugey;1230;  ;;
W011000196;BLEU 16 RHONE-ALPES;FRANCE;;Saint-Sorlin-en-Bugey;1150;Le Crapier;;
W011000197;BRIDGE CLUB DU VALROMEY;FRANCE;;Belmont-Luthézieu;1260;  ;;
W011000198;MARCHE & REVE PROD.  (L'AMER);FRANCE;;Belley;1300;111  impasse Gauguin;;
W011000199;GROUPEMENT DINTERÊT CYNEGETIQUE BAS-BUGEY;FRANCE;;Brens;1300;31 CHEM1 de la Bretonnas;;
W011000200;ASSOCIATION TENNIS D ORDONNAZ;FRANCE;;Ordonnaz;1510;Mairie;;
W011000201;SYNDICAT COMMUNAL DES PROPRIETAIRES RIVERAINS DE PECHE ET PISCICULTURE DU GLAND;FRANCE;;Saint-Bois;1300;  ;;
W011000202;COMITE DES FETES DE MURS-GELIGNIEUX;FRANCE;;Murs-et-Gélignieux;1300;113  IMPASSE DES CRÊTS;;
W011000203;FÉDÉRATION POUR LE COLLÈGE MARIA MONTESSORI;FRANCE;;Lyon;69006;100 rue Bugeaud;www.montessori-aiglons.com;
W011000204;ENSEMBLE, VOIX DE FEMMES;FRANCE;;Culoz;1350; PL de l'Hôtel de Ville;;
W011000205;LES AMIS DU FOUR A PAIN;FRANCE;;Blyes;1150;550  route de Lagnieu;;
W011000206;SAINT-HUBERT;FRANCE;;Virieu-le-Grand;1510;  ;;
W011000207;ENTENTE CYCLOTOURISTE DE L'ALBARINE,  BETTANT,  SAINT-DENIS-EN-BUGEY;FRANCE;;Bettant;1500;  ;;
W011000208;COMITE DES FETES DE LA COMMUNE DE SOUCLIN;FRANCE;;Souclin;1150;  ;;
W011000209;LE COIN DES COP'AIN;FRANCE;;Blyes;1150;  ;;
W011000210;MEMOIRES D'AUTREFOIS;FRANCE;;Ambronay;1500;225  RUE DES BALLAGNES;;
W011000211;LES MOUFLETS;FRANCE;;Lompnieu;1260;  ;;
W011000212;LE FOUR ROTHONOLAND;FRANCE;;Chazey-Bons;1300;  ;;
W011000213;MOQUIN RACING TEAM;FRANCE;;Arbignieu;1300;209 RUE du Colombier;;
W011000214;LE TRAIT D'UNION;FRANCE;;Ambérieu-en-Bugey;1500;74 Avenue Paul Painlevé;;
W011000215;COMITE DE SAUVEGARDE DU GRAND DUNOIS ET DU PATRIMOINE VITICOLE AMBARROIS;FRANCE;;Ambérieu-en-Bugey;1500;  ;;
W011000216;ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE HAUTEVILLE-LOMPNES;FRANCE;;Hauteville-Lompnes;1110;PONT DE PRéAU;;
W011000217;UNION COMMERCIALE ET ARTISANALE DE BELLEY;FRANCE;;Belley;1300;...;;
W011000218;CLUB D'ESCALADE DE SAINT VULBAS;FRANCE;;Saint-Vulbas;1150;rue Claire Fontaine;;
W011000219;BOUGEZ BUGEY;FRANCE;;Virieu-le-Grand;1510; RUE des Pelands;;
W011000220;ENSEMBLE CHORUS;FRANCE;;Virieu-le-Grand;1510;  ;;
W011000221;AMICALE CHASSE D'ANGRIERES;FRANCE;;Saint-Rambert-en-Bugey;1230;  ;;
W011000222;ACTION PME;FRANCE;;Belley;1300;  ;;
W011000223;ASSOCIATION DE JEUNESSE, D'EDUCATION POPULAIRE DE BREGNIER CORDON ET DES ENVIRONS;FRANCE;;Brégnier-Cordon;1300;Mairie;;
